id,class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
1209,BACKGROUND_Google,4,2,4,3,5,3,6,3,1,4,1,5,2,5,6,3,2,3,4,4,6,2,1,2,5,4,4,3,4,3,3,4,2,4,4,4,1,2,2,3,7,1,2,0,3,3,3,5,2,5,1,4,1,4,5,5,2,2,0,4,4,3,1,3,4,0,7,1,1,2,0,7,2,1,2,4,4,3,1,2
3631,BACKGROUND_Google,3,2,0,0,2,0,4,4,2,6,1,3,2,2,4,5,1,0,0,1,5,0,0,1,5,2,2,2,2,4,4,1,4,1,5,5,1,1,0,4,5,0,3,3,5,1,0,2,3,3,3,3,1,1,4,5,1,2,1,5,6,0,2,2,3,1,3,0,5,3,3,2,4,2,3,4,1,2,1,2
6651,BACKGROUND_Google,1,3,1,2,3,1,4,2,3,5,0,5,2,2,3,1,4,1,2,2,1,3,5,3,3,1,5,4,4,5,3,2,5,4,6,4,2,3,6,5,1,4,2,2,4,0,6,5,2,4,3,6,1,1,3,3,4,2,2,5,2,3,3,3,3,4,4,5,3,6,4,3,4,4,6,3,1,4,2,4
769,BACKGROUND_Google,1,4,4,5,6,1,1,3,5,7,3,2,3,5,7,2,4,5,3,6,2,4,5,2,7,2,2,2,4,6,1,4,5,3,7,2,4,4,3,7,3,5,5,4,5,3,4,4,4,6,2,4,1,3,6,2,5,2,4,6,1,6,4,3,5,3,3,3,4,7,2,4,4,5,6,2,4,5,3,6
7979,BACKGROUND_Google,4,0,2,4,3,3,4,3,3,6,3,5,5,5,4,5,0,4,4,2,5,2,1,4,4,2,4,5,7,6,1,2,7,4,6,4,2,3,4,5,4,3,2,1,4,4,3,3,5,6,4,3,5,5,6,5,1,2,5,5,3,1,1,6,3,3,5,4,2,5,2,4,5,5,6,2,1,5,4,4
7818,BACKGROUND_Google,0,4,0,2,0,0,2,0,0,0,0,5,0,0,0,0,6,0,0,0,1,2,2,1,3,1,7,3,1,4,1,6,3,4,3,0,3,1,1,1,0,4,3,4,3,0,7,3,3,4,2,6,5,4,4,4,3,4,7,1,0,1,2,0,0,0,2,0,0,0,0,0,7,0,1,0,0,7,0,0
5148,BACKGROUND_Google,0,1,3,0,2,0,2,2,1,2,0,1,0,2,1,0,0,0,2,1,5,0,1,0,1,5,1,1,1,2,5,1,2,2,3,4,1,2,2,3,5,0,1,3,3,5,1,3,2,3,3,2,3,3,4,4,2,2,1,2,0,0,0,3,1,0,2,0,3,1,0,3,4,0,2,1,1,1,0,2
7814,BACKGROUND_Google,2,1,2,2,2,4,3,5,6,3,2,2,3,3,3,2,1,2,2,2,1,0,5,0,0,2,4,6,4,3,3,4,5,4,3,2,0,0,4,1,4,0,1,4,1,3,3,4,6,5,3,4,5,4,5,5,0,3,1,1,1,1,2,2,2,2,3,4,7,4,2,4,7,3,4,1,1,4,1,2
5145,BACKGROUND_Google,4,1,4,6,4,1,4,3,0,4,0,4,3,0,3,1,4,4,1,3,1,3,7,0,7,1,6,5,5,5,0,5,4,5,6,3,3,5,3,5,4,2,6,7,6,3,1,2,6,7,4,3,5,5,3,3,2,5,4,5,4,3,6,5,5,4,2,4,6,7,3,3,7,6,5,1,1,4,2,3
726,BACKGROUND_Google,5,4,3,1,1,3,6,3,2,1,2,5,1,1,1,5,3,0,3,1,6,0,1,1,1,7,0,2,3,2,7,0,3,3,2,7,0,1,1,1,4,4,1,1,1,3,6,2,3,2,3,7,4,3,2,6,3,1,1,1,0,0,0,0,0,1,1,2,3,1,4,3,4,2,2,1,0,0,0,0
7701,BACKGROUND_Google,1,3,1,7,5,0,7,5,6,3,4,4,6,5,4,0,5,5,1,5,2,4,3,1,4,0,6,3,3,4,2,2,3,7,6,3,2,3,4,4,1,1,2,2,1,1,3,4,4,3,1,3,2,5,3,1,1,1,5,6,1,1,0,2,3,0,2,4,2,3,1,2,5,1,4,1,2,2,6,4
7707,BACKGROUND_Google,2,0,0,2,0,5,2,3,1,3,4,3,0,3,2,2,0,0,0,0,0,4,2,0,1,4,2,5,5,3,3,3,5,3,5,0,5,4,2,1,0,3,0,0,0,5,1,3,3,5,2,3,2,5,4,1,6,2,4,3,0,3,0,0,1,2,4,3,2,1,3,3,1,3,2,2,7,1,1,1
1596,BACKGROUND_Google,5,4,0,4,2,3,4,1,2,2,0,4,1,0,1,1,3,2,0,4,3,6,1,2,3,3,5,5,4,3,2,6,1,1,1,4,4,0,0,1,4,5,1,1,3,4,5,3,3,5,2,4,0,1,2,4,5,2,1,2,3,4,2,2,2,3,5,3,5,3,2,7,2,2,3,2,4,3,2,2
3958,BACKGROUND_Google,0,5,3,3,0,1,6,1,3,1,1,5,3,4,1,0,5,2,2,1,2,2,4,3,1,3,5,3,2,1,5,1,1,2,1,4,3,4,1,1,0,2,1,1,2,4,1,4,3,2,5,1,5,3,3,2,3,3,2,3,1,2,1,1,2,1,1,3,3,2,3,1,2,3,3,2,1,3,1,3
7711,BACKGROUND_Google,5,0,2,4,3,1,0,0,0,3,3,1,5,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,4,1,2,0,0,0,0,0,1,0,3,3,0,2,1,4,4,2,2,1,3,0,3,1,0,4,5,0,3,1,5,5,1,5,1,6,2,5,1,3,7,7,1,6,1,5,7,1
441,BACKGROUND_Google,2,5,5,3,5,3,5,5,3,5,3,5,6,1,5,3,6,0,3,4,3,3,7,1,6,5,2,6,6,5,4,6,5,3,4,5,4,6,1,4,5,2,4,4,5,6,2,5,4,4,2,4,5,6,6,3,3,6,4,6,3,3,6,5,6,4,4,4,4,5,4,3,4,5,6,4,2,5,6,6
3944,BACKGROUND_Google,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,6,1,0,4,0,0,0,0,0,1,1,4,3,3,1,3,3,4,7,2,1,0,2,5,4,2,2,2,6,2,1,2,3,6,3,3,3,5,6,1,2,3,2,5,1,3,2,2,2,0,2,0,2,2,1,2,3,3,5,0,0,1,0,1
3940,BACKGROUND_Google,4,4,2,0,2,0,6,3,1,4,1,6,1,2,4,6,3,0,2,2,6,0,2,0,4,3,2,5,5,7,5,2,3,6,6,7,0,0,3,4,5,2,0,1,4,1,5,4,4,6,3,5,3,4,6,7,2,2,2,4,4,5,1,2,2,2,7,1,1,2,3,6,3,1,2,5,6,3,1,3
1608,BACKGROUND_Google,5,2,6,6,5,2,4,3,5,6,5,3,3,6,6,6,1,2,5,6,5,1,6,6,5,3,3,5,5,6,5,2,4,6,4,2,2,4,5,7,5,2,5,4,5,4,3,5,4,6,4,3,4,5,5,4,2,5,4,6,6,0,5,6,6,3,2,5,7,6,3,2,5,6,6,3,1,4,6,7
1609,BACKGROUND_Google,2,3,1,2,1,2,6,1,1,2,2,6,1,2,2,3,4,1,1,2,4,1,2,3,1,1,2,1,2,2,4,0,4,4,2,5,2,4,3,3,4,2,1,3,1,1,3,5,3,1,0,4,1,1,1,6,1,2,3,3,2,6,2,2,2,0,7,0,1,2,0,6,0,0,1,2,3,1,0,1
3936,BACKGROUND_Google,0,2,1,0,2,0,4,3,2,1,0,2,1,1,2,0,0,1,0,2,4,1,4,3,3,4,1,6,4,3,0,5,0,3,1,0,2,1,7,2,3,2,4,7,2,2,6,3,7,2,1,6,1,6,1,3,2,5,2,1,1,0,0,1,2,0,2,0,2,2,0,3,2,1,2,0,2,2,1,1
3935,BACKGROUND_Google,1,0,0,0,1,1,1,4,5,5,1,0,0,2,2,2,0,0,0,1,2,0,2,2,3,4,1,6,2,6,3,2,3,3,3,2,0,0,4,3,4,0,3,0,3,1,1,4,4,6,2,2,5,4,6,4,0,0,3,2,3,2,2,3,2,0,4,4,3,4,2,3,3,3,3,2,0,1,0,3
6788,BACKGROUND_Google,3,0,2,0,5,1,0,0,2,2,0,0,0,0,0,2,0,2,0,3,3,2,3,4,7,6,1,0,2,3,3,5,0,0,1,5,1,4,2,5,5,0,0,2,2,5,2,3,5,6,6,0,5,5,4,5,0,2,3,5,2,5,4,1,2,0,4,2,0,5,0,4,0,3,4,2,3,2,3,3
3590,BACKGROUND_Google,1,2,1,0,0,2,2,2,2,2,1,3,2,4,3,1,1,0,1,0,1,2,1,1,0,2,3,4,3,6,6,1,5,3,5,4,0,0,1,0,1,3,1,0,0,1,4,1,5,2,1,1,7,0,3,2,5,1,3,0,0,7,2,1,0,0,7,1,1,0,2,4,3,2,2,1,6,3,1,1
731,BACKGROUND_Google,1,3,4,0,3,4,5,5,2,4,2,5,4,3,3,1,2,1,3,3,3,2,2,3,6,4,3,4,3,7,3,2,4,6,7,3,2,1,4,4,2,1,1,5,6,3,2,5,5,7,2,3,6,4,7,4,2,2,2,4,2,2,3,4,5,4,2,4,6,6,1,3,4,6,7,1,4,3,1,4
5096,BACKGROUND_Google,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,2,0,1,2,3,2,1,3,6,2,4,3,3,3,1,1,0,0,1,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,3,0,3,1,3,1,2,2,0,0,0,0,0
7756,BACKGROUND_Google,1,7,4,6,2,3,6,5,4,3,1,6,3,2,3,1,6,1,1,1,2,7,2,0,2,3,6,0,2,2,1,6,3,0,1,3,6,2,4,3,2,7,1,3,4,2,6,1,1,2,1,6,1,0,4,3,6,2,3,4,1,7,1,2,4,1,7,2,0,3,1,5,2,0,1,1,5,3,0,2
5120,BACKGROUND_Google,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,3,1,2,1,1,2,0,2,1,1,2,0,0,1,2,3,6,0,3,3,3,4,7,1,4,4,5,4,3,4,2,6,2,3,5,3,7,4,2,4,3,2,6,3,2,3,3,3,3,2,4,5,6,4,5,1,4,6,0,3,4,4,6,2
7760,BACKGROUND_Google,2,2,3,2,2,1,3,2,3,3,4,5,5,5,4,5,2,5,5,4,4,1,3,5,3,2,1,4,3,3,3,6,6,1,4,4,3,6,3,5,5,2,4,6,5,4,2,4,6,4,4,2,5,5,4,6,0,3,3,2,4,2,7,3,5,4,3,5,6,4,4,1,4,6,4,6,2,3,4,4
3897,BACKGROUND_Google,1,3,3,6,6,2,6,3,7,4,3,4,6,4,4,1,0,1,0,0,1,5,3,5,6,3,4,3,6,6,4,4,4,5,5,1,4,3,3,1,1,7,5,2,3,3,5,5,5,4,3,4,3,7,6,1,0,0,0,0,2,5,6,2,2,0,3,6,4,4,3,3,5,5,6,1,0,0,0,0
7775,BACKGROUND_Google,3,2,4,4,7,1,4,6,2,6,0,7,1,4,3,3,5,2,5,5,4,1,5,4,7,4,5,3,3,5,1,5,4,4,5,3,5,5,3,6,5,1,5,3,7,4,2,4,4,7,3,2,5,4,6,4,3,4,6,5,4,2,5,5,7,3,6,5,4,4,1,6,3,3,6,1,2,3,5,7
3885,BACKGROUND_Google,5,3,2,3,5,2,6,6,6,3,3,6,4,5,2,4,4,4,6,3,5,1,4,4,5,4,4,3,2,4,4,4,6,5,3,6,1,5,2,4,4,1,5,6,4,2,5,4,4,4,2,6,4,4,4,5,3,4,4,3,3,5,4,4,3,0,7,4,3,4,2,7,4,4,3,4,6,3,2,3
3880,BACKGROUND_Google,4,2,5,5,4,3,2,7,4,4,2,4,5,5,4,4,3,6,5,4,5,2,5,5,4,3,3,6,5,5,2,2,6,4,5,3,2,4,4,5,3,2,5,5,5,3,2,5,5,5,3,2,5,4,6,3,2,4,5,6,4,2,6,4,5,4,2,5,5,5,3,2,6,5,6,4,3,5,5,6
1630,BACKGROUND_Google,0,1,0,0,1,0,2,2,0,3,1,4,2,2,3,1,3,2,4,4,2,2,2,5,5,2,4,5,6,6,3,2,2,6,6,3,6,2,3,3,4,0,0,0,1,3,1,4,4,5,3,2,5,3,5,4,1,2,2,3,0,0,0,1,0,0,2,0,6,4,1,5,4,5,4,0,0,2,0,2
3870,BACKGROUND_Google,1,7,1,2,2,0,7,1,1,1,0,7,1,0,2,2,7,0,0,1,5,6,2,2,3,0,7,0,0,0,1,7,2,3,3,5,6,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,7,1,1,2,1,7,1,0,3,0,6,1,1,1,2,5,1,0,2
7792,BACKGROUND_Google,0,1,0,0,1,1,0,1,1,1,4,1,2,0,1,4,5,3,2,1,4,2,1,2,1,3,2,2,1,1,3,2,3,0,0,5,4,3,3,1,0,2,1,2,1,1,3,1,2,2,2,2,1,3,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,3,2,2,2,3,1,0,0,0,1
5131,BACKGROUND_Google,3,5,3,1,2,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,2,4,2,4,3,5,3,5,0,2,0,3,3,0,1,0,0,2,6,1,0,1,3,1,4,4,3,4,1,6,3,3,3,4,3,3,0,3,4,1,1,2,2,0,6,0,0,2,1,2,2,1,2,1,0,1,0,2
5140,BACKGROUND_Google,2,3,2,1,0,2,6,0,0,0,3,5,2,2,1,1,3,4,2,3,4,1,0,1,0,4,2,0,0,0,5,1,3,0,2,3,1,0,0,2,4,2,1,0,0,3,2,3,0,2,4,2,2,2,2,3,2,1,0,0,3,3,0,1,2,1,4,5,0,5,2,6,3,2,3,2,4,1,0,1
7806,BACKGROUND_Google,0,0,0,0,0,6,0,0,2,1,1,0,0,4,1,2,0,0,7,2,0,0,0,0,0,4,0,0,1,0,4,1,1,7,3,5,1,3,6,3,0,0,0,0,0,3,0,1,4,4,4,2,3,7,6,6,0,2,6,1,1,0,0,0,0,5,0,3,3,1,5,2,6,6,5,3,0,3,2,1
6783,BACKGROUND_Google,1,3,1,0,1,0,5,4,0,3,0,4,1,0,1,0,3,1,0,1,0,5,1,0,2,0,7,2,3,1,0,4,0,0,1,0,3,0,0,0,0,1,0,0,3,1,4,2,2,5,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,4,2,2,4,0,2,2,0,0,0,2,0,0,0
5284,BACKGROUND_Google,3,5,3,3,3,2,5,3,4,3,3,4,3,1,3,1,5,4,2,2,0,1,3,2,1,4,2,1,4,1,4,3,5,3,5,3,4,6,7,5,1,3,0,3,1,1,3,0,0,1,1,1,3,4,7,2,2,7,3,5,1,0,0,0,2,1,1,2,2,3,3,2,4,2,5,0,2,0,3,2
6642,BACKGROUND_Google,0,0,0,0,1,2,2,4,5,1,1,0,2,3,2,0,0,1,0,0,1,1,3,2,3,4,2,4,5,4,1,1,2,6,5,1,1,1,4,3,2,0,1,1,3,3,1,1,1,2,5,1,0,5,5,1,0,1,6,3,3,1,4,6,3,4,2,6,4,5,5,2,5,4,3,2,3,1,3,1
6635,BACKGROUND_Google,1,4,2,7,1,2,4,5,6,1,1,5,3,6,2,1,0,1,3,0,0,3,0,0,1,2,2,3,4,6,3,3,1,2,7,0,0,0,1,0,0,1,1,1,0,4,1,0,2,6,4,1,5,2,6,0,0,1,1,1,0,3,0,2,1,3,5,2,1,4,1,4,1,5,7,0,1,0,0,1
8173,BACKGROUND_Google,5,1,3,5,2,3,5,1,1,1,3,5,3,2,2,3,2,1,2,1,5,2,4,4,2,3,4,4,3,3,1,5,5,2,2,5,2,3,4,3,4,2,3,3,3,2,3,5,6,6,3,3,6,6,6,4,3,4,4,3,2,2,0,3,1,1,4,2,3,2,0,5,1,1,0,3,3,4,4,3
8176,BACKGROUND_Google,0,1,0,3,2,0,2,3,1,2,0,2,0,0,2,3,3,1,0,3,0,3,0,0,2,1,1,2,3,4,1,2,0,0,3,3,1,1,0,2,1,1,0,2,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,0,5,6,2,1,1,1,3,0,0,1,4,3,0,0,1,2,3,1,2,1
8182,BACKGROUND_Google,1,3,2,1,2,2,4,0,0,1,2,5,0,0,2,3,3,1,2,2,3,0,0,0,0,1,0,0,0,0,3,4,1,1,4,4,2,1,1,1,2,3,0,0,1,1,3,0,0,1,2,6,2,0,1,3,5,0,0,1,2,3,0,1,0,1,3,0,1,1,1,4,0,2,1,0,0,0,0,0
3372,BACKGROUND_Google,4,1,2,1,2,3,1,0,0,2,2,1,3,0,1,0,1,2,0,1,3,0,0,0,0,2,2,2,1,3,1,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,1,1,4,2,0,0,0,0,4,1,0,1,0,4,0,0,1,0,2,0,0,0
305,BACKGROUND_Google,0,1,1,0,2,1,1,0,6,5,1,0,2,1,1,0,0,0,0,0,2,3,1,2,4,2,3,3,2,5,4,2,2,3,6,4,1,3,1,3,2,3,1,4,3,1,2,0,4,3,4,1,5,3,4,2,1,2,2,3,0,5,3,2,1,3,3,2,5,3,3,5,3,5,4,3,5,1,4,2
6573,BACKGROUND_Google,6,4,2,2,3,6,3,0,1,3,2,4,3,2,4,6,3,0,0,1,4,4,2,3,3,5,2,2,1,2,0,2,3,5,4,6,0,3,1,2,6,1,2,2,2,7,1,3,4,1,2,0,1,6,3,6,0,0,1,0,6,3,2,2,1,6,4,3,1,1,2,5,2,3,3,4,3,2,0,3
801,BACKGROUND_Google,2,4,4,6,2,2,1,3,5,1,3,2,5,3,2,4,2,5,4,1,4,3,4,3,1,1,0,4,0,1,0,2,1,2,1,0,1,2,0,2,2,2,7,0,2,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,1,3,3,3,3,1,4,4,7,1,2,1,4,5,1,4,3,6,3,1
302,BACKGROUND_Google,6,5,4,1,2,4,5,5,5,4,5,4,4,5,4,6,3,4,5,4,5,1,4,6,6,5,2,5,4,6,3,2,6,5,7,5,2,5,2,7,6,1,4,3,5,4,1,6,6,6,4,2,6,5,6,4,2,5,5,6,5,5,3,4,4,2,5,5,3,4,5,2,6,4,5,2,4,5,6,5
3356,BACKGROUND_Google,0,2,0,0,3,0,4,0,2,3,4,3,1,6,3,3,4,1,3,3,1,4,0,3,5,4,3,2,4,7,3,4,5,6,5,3,2,2,4,3,3,2,3,4,7,2,2,6,6,6,2,4,6,6,5,4,1,4,6,7,3,5,4,4,4,1,3,5,4,6,0,6,4,6,5,1,3,1,3,6
6569,BACKGROUND_Google,3,1,2,2,2,4,1,5,1,3,0,0,0,0,0,0,0,0,0,0,2,3,1,4,0,1,2,4,1,0,0,3,1,0,0,0,2,0,0,0,3,4,0,4,3,1,3,4,1,2,1,3,3,3,3,0,3,1,2,4,2,4,2,2,4,1,2,2,6,3,0,4,2,3,4,0,5,2,3,2
